"","Datetime","Tweet.URL","Tweet.Id","Tweet.User.Id","Text","Username","User.Location","replyCount","retweetCount","likeCount","quoteCount","language","retweetedTweet","quotedTweet","mentionedUsers","clean_text"
"1","2020-08-31 22:27:32+00:00","https://twitter.com/VishnoiSays/status/1300560883102281728",1300560883102281728,81342472,"Canada Buying Doses of Covid-19 Vaccine From Novavax, J&amp;J https://t.co/pUyCwpggX1","VishnoiSays","Singapore",0,0,0,0,"en",NA,"","","canada buying doses covid vaccine novavax j amp j"
"2","2020-08-31 22:27:32+00:00","https://twitter.com/VishnoiSays/status/1300560882036924416",1300560882036924416,81342472,"Heat Waves Hurting Cities Most Vulnerable to Covid-19 https://t.co/cebvNELdJ6","VishnoiSays","Singapore",0,0,0,0,"en",NA,"","","heat waves hurting cities vulnerable covid"
"3","2020-08-31 16:07:16+00:00","https://twitter.com/onefern/status/1300465185921077249",1300465185921077248,544789016,"One of my fave after dinner snacks nowadays if I'm still peckish during #wfh period
#chickenwings #chickenwing #wings #chicken #snacks #fingerfood #barbites #buffalowings
#wfh #covid19 #coronavirus #workfromhome @… https://t.co/Z5UFoi0ejf","onefern","Singapore",0,0,0,0,"en",NA,"","","one fave dinner snacks nowadays m still peckish period"
"4","2020-08-31 14:25:48+00:00","https://twitter.com/sinsica/status/1300439650922708992",1300439650922708992,238427581,"Please be safe guys .. take all precautions and safety measures. 

Try to avoid crowded places and maintain social distancing.  #Coronavirus #SafetyFirst #COVID19 https://t.co/gt7Evgcjqd","sinsica","Singapore",0,0,1,0,"en",NA,"","","please safe guys take precautions safety measures try avoid crowded places maintain social distancing"
"5","2020-08-31 11:49:25+00:00","https://twitter.com/heroroxas/status/1300400297693646851",1300400297693646848,1964754240,"Where i'd rather be kasi it's covid-free #tb @ Batanes, Philippines https://t.co/NSiudl2xBu","heroroxas","",0,0,0,0,"en",NA,"","","d rather kasi s covid free batanes philippines"
"6","2020-08-31 11:16:42+00:00","https://twitter.com/vipultyagig/status/1300392064207581184",1300392064207581184,370733540,"@Infosys_GSTN Hello Team, Any update on the eInvoicing deadline extension from 1–Oct-2020? Due to covid situation companies with more than 500 crore revenue aren’t ready with implementation.","vipultyagig","Singapore",0,0,0,0,"en",NA,"","[User(username='Infosys_GSTN', displayname='GST Tech', id=869060106893144065, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]","hello team update einvoicing deadline extension oct due covid situation companies crore revenue arent ready implementation"
"7","2020-08-31 06:30:26+00:00","https://twitter.com/Nutterproject/status/1300320019503411201",1300320019503411200,893993139999956992,"@LukeGromen @profplum99 @GreekFire23 @hendry_hugh @scientificecon Covid helps to plug the leak via point 1 very effectively.  Don't expect the return of the chinese tourist anytime soon. https://t.co/pUrW6xaZrr","Nutterproject","",0,0,0,0,"en",NA,"","[User(username='LukeGromen', displayname='Luke Gromen', id=2936015319, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None), User(username='profplum99', displayname='Michael', id=995543502, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None), User(username='GreekFire23', displayname='GreekFire23', id=553822388, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None), User(username='hendry_hugh', displayname='Hugh Hendry Eclectica', id=1245074816677416960, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None), User(username='scientificecon', displayname='Richard Werner', id=930743287648083968, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]","covid helps plug leak via point effectively don t expect return chinese tourist anytime soon"
"8","2020-08-31 05:20:53+00:00","https://twitter.com/AshokSi22240633/status/1300302519701131264",1300302519701131264,1208895840242126848,"@Kaalateetham @bhupendrachaube States can not immunity from shortfall in revenue from Covid caused lockdown","AshokSi22240633","",0,0,0,0,"en",NA,"","[User(username='Kaalateetham', displayname='DR JAGADISH J HIREMATH', id=68636682, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None), User(username='bhupendrachaube', displayname='bhupendra chaubey', id=56685329, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]","states can immunity shortfall revenue covid caused lockdown"
"9","2020-08-30 17:22:35+00:00","https://twitter.com/Gothstable/status/1300121751595098113",1300121751595098112,40220963,"@cicakloco Ehh, tell me about me. My company is on the same wavelength of that emotional corporate blackmail bullshit. Apparently, we should be grateful TO them for being our Covid-19 saviour by putting bread on your table","Gothstable","Sweden",1,0,1,0,"en",NA,"","[User(username='cicakloco', displayname='𝓢𝓹𝓪𝓬𝓮𝓜𝓸𝓷𝓴𝓮𝔂', id=190240023, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]","ehh tell company wavelength emotional corporate blackmail bullshit apparently grateful covid saviour putting bread table"
"10","2020-08-30 15:42:54+00:00","https://twitter.com/Ganaeshfridayyy/status/1300096668067655681",1300096668067655680,464314485,"Everything happens for a reason and if not for the COVID-19 saga, it would’ve been our traditional ceremony today. Oh wells..still legally bounded already. 👫🏾 #LetsgetGaGa #sorryladieslordGistaken #hitched #marriage… https://t.co/ppZlPHR8P7","Ganaeshfridayyy","",0,0,2,0,"en",NA,"","","everything happens reason covid saga wouldve traditional ceremony today oh wells still legally bounded already"
"11","2020-08-30 13:32:48+00:00","https://twitter.com/JINHAO_/status/1300063924944076801",1300063924944076800,1047061200,"We’re half a decade old but it definitely feels a lot longer 
Thanks for another year of wonderful memories &amp; let’s hope this covid thing will end soon so we can travel once again 💖

𝓗𝓪𝓹𝓹𝔂 5𝓽𝓱 𝓐𝓷𝓷𝓲𝓿𝓮𝓻𝓼𝓪𝓻𝔂 🥰 @ PS Cafe… https://t.co/oOSUyq1ldQ","JINHAO_","",0,0,0,0,"en",NA,"","","half decade old definitely feels lot longer thanks another year wonderful memories amp lets hope covid thing end soon can travel ps cafe"
"12","2020-08-30 11:55:30+00:00","https://twitter.com/ranchisparrow/status/1300039437875781633",1300039437875781632,1421338435,"@virsanghvi @Nidhi Don’t you think the entire thing has taken this proportion to divert attention from all the acts of God India is facing.. I mean daily Covid cases, Chinese occupation, tanking economy, misery of common man! Though I do think SSR death reeks of foul play.","ranchisparrow","Singapore",1,0,3,0,"en",NA,"","[User(username='virsanghvi', displayname='vir sanghvi', id=43568964, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None), User(username='Nidhi', displayname='Nidhi Razdan', id=3184454384, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]","dont think entire thing taken proportion divert attention acts god india facing mean daily covid cases chinese occupation tanking economy misery common man though think ssr death reeks foul play"
"13","2020-08-30 11:43:10+00:00","https://twitter.com/23jacob/status/1300036333730058240",1300036333730058240,12954612,"Sad. RIP Vasant Kumar 🙏🏽. He died of Covid. He was laughed off when he raised the Covid issue in parliament in March. https://t.co/wHvGBzw4Ch","23jacob","Singapore",0,0,1,0,"en",NA,"https://twitter.com/bhatia_niraj23/status/1299365491811610624","","sad rip vasant kumar died covid laughed raised covid issue parliament march"
"14","2020-08-30 08:50:25+00:00","https://twitter.com/DonaldDistant/status/1299992861643923457",1299992861643923456,1371241466,"India records world's highest single-day rise with more than 78,700 new COVID-19 cases https://t.co/pR7DlKifoD we’d","DonaldDistant","Singapore",0,0,0,0,"en",NA,"","","india records world s highest single day rise new covid cases"
"15","2020-08-30 06:45:56+00:00","https://twitter.com/balvin00/status/1299961532541878272",1299961532541878272,71831963,"After 7 months, finally able to visit Sikh temple( Gurudwara Sahib) for thanksgiving and to see how God is keeping up with lockdown &amp; COVID 🤩 #ActOfGod #lockdown #COVID19 https://t.co/VTsNhvEEOo","balvin00","Singapore/Chennai/Meerut",0,0,5,0,"en",NA,"","","months finally able visit sikh temple gurudwara sahib thanksgiving see god keeping lockdown amp covid"
"16","2020-08-30 05:58:57+00:00","https://twitter.com/himanshu2904/status/1299949708765347840",1299949708765347840,43140612,"@Kilo_Bravo13 You’re right. A health insurance is probably the most important insurance after term(death). My brother recently was admitted in Sir Gangaram for Covid. 2.8 lacs for 10 days, his health insurer paid 2.05. Did not pay for PPE kits as it’s considered consumables. Not bad methinks.","himanshu2904","Singapore",0,0,0,0,"en",NA,"","[User(username='Kilo_Bravo13', displayname='K', id=208629566, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]","youre right health insurance probably important insurance term death brother recently admitted sir gangaram covid lacs days health insurer paid pay ppe kits considered consumables bad methinks"
"17","2020-08-30 04:38:30+00:00","https://twitter.com/cheese_knight/status/1299929463413637122",1299929463413637120,474860266,"30082020 First time bumping into short queue for SAFRA Mount Faber Swimming Pool, no thanks to the 50-people limit imposed for COVID-19 safe distancing measures #SAFRA #MountFaber #SwimmingPool #BurnFatsTime #Apple… https://t.co/dS3xrc04cB","cheese_knight","Singapore",0,0,0,0,"en",NA,"","","first time bumping short queue safra mount faber swimming pool thanks people limit imposed covid safe distancing measures"
"18","2020-08-30 04:02:01+00:00","https://twitter.com/kujangga_7/status/1299920282602225664",1299920282602225664,919795183654387712,"I would like to go around the world with my love one . Hopefully covid end up early","kujangga_7","Sydney Australia",0,0,0,0,"en",NA,"","","like go around world love one hopefully covid end early"
"19","2020-08-29 14:36:59+00:00","https://twitter.com/HaBeChoo/status/1299717688156196864",1299717688156196864,60316240,"What has covid-19 done to this world? The once lively Changi Airport has become a lifeless place with both its light &amp; air-conditioning running at half its usual brightness/temperature, screens at the check-in… https://t.co/sBf0gq9DWI","HaBeChoo","Singapore",0,0,0,0,"en",NA,"","","covid done world lively changi airport become lifeless place light amp air conditioning running half usual brightness temperature screens check"
"20","2020-08-29 10:09:45+00:00","https://twitter.com/AnupriyaMuthuk1/status/1299650436564054018",1299650436564054016,922363056671244288,"@leehsienloong @govsingapore @singposts  hope it is ok that the ""Lockdown Fairy "" is taking credit for all the good work that you have done to control the covid-19 situation. 😁","AnupriyaMuthuk1","Singapore",1,1,1,0,"en",NA,"","[User(username='leehsienloong', displayname='leehsienloong', id=34568673, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None), User(username='govsingapore', displayname='Singapore Government', id=56883209, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None), User(username='singposts', displayname='Singpost', id=491307700, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]","hope ok lockdown fairy taking credit good work done control covid situation"
"21","2020-08-29 10:05:44+00:00","https://twitter.com/alvinjhchang/status/1299649427536183296",1299649427536183296,63976958,"180,000 dead out of 330 mil Americans - the odds of dying from Covid-19 in the US is therefore ~ 1 in 1,800 nationwide. 

The odds of dying from a fall is 1 in 171, a car accident is 1 in 303, and accidental drowning is 1 in 1,100.

Any wonder why it’s not hitting home at all?","alvinjhchang","SGMY",0,0,0,0,"en",NA,"","","dead mil americans odds dying covid us therefore nationwide odds dying fall car accident accidental drowning wonder hitting home"
"22","2020-08-29 08:23:15+00:00","https://twitter.com/AshokSi22240633/status/1299623634726653954",1299623634726653952,1208895840242126848,"@thesuniljain @BDUTT @AmbarishSatwik A close relative in Delhi under 40 had Stent implants day before yesterday . He tested Covid positive ant 2 weeks ago and suffer from so.e Diabetes.","AshokSi22240633","",0,0,0,0,"en",NA,"","[User(username='thesuniljain', displayname='Sunil Jain', id=416857073, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None), User(username='BDUTT', displayname='barkha dutt', id=19929890, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None), User(username='AmbarishSatwik', displayname='Ambarish Satwik', id=3191083568, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]","close relative delhi stent implants day yesterday tested covid positive ant weeks ago suffer e diabetes"
"23","2020-08-29 08:05:18+00:00","https://twitter.com/aamhuman/status/1299619120233820161",1299619120233820160,66182168,"The covid-overalls!  Transported lots of veggies and flowers into Singapore and they all followed the seatbelt signs!    Now I know what sabjiwale bhaiya is selling! #SabjiLelo @ Changi Airport https://t.co/h81Fooq7I0","aamhuman","india",0,0,0,0,"en",NA,"","","covid overalls transported lots veggies flowers singapore followed seatbelt signs now know sabjiwale bhaiya selling changi airport"
"24","2020-08-29 03:19:11+00:00","https://twitter.com/dsouza_martin/status/1299547116566585345",1299547116566585344,400057365,"Racist Trump. America’s status as the worst place in the world when it comes to Covid-19 infection and death. What his campaign did accomplish during the Republican National Convention, however, was to effectively blur your failure as President.","dsouza_martin","",0,0,0,0,"en",NA,"","","racist trump americas status worst place world comes covid infection death campaign accomplish republican national convention however effectively blur failure president"
"25","2020-08-29 02:05:42+00:00","https://twitter.com/SwajayaN/status/1299528623326728192",1299528623326728192,2947666015,"Wish to thank #TemasekFoundation for their donations to some essential institutions to address Pandemic Covid-19 as part of on-going collaboration with #SmartEmbassy @KBRI Singapura ...appreciation to Temasek… https://t.co/H6H1uDld9n","SwajayaN","RI SING 50",0,0,1,0,"en",NA,"","[User(username='kbri', displayname='otmaiin', id=849298494, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]","wish thank donations essential institutions address pandemic covid part going collaboration singapura appreciation temasek"
"26","2020-08-28 15:03:45+00:00","https://twitter.com/PDesiraju/status/1299362038385270786",1299362038385270784,3288972140,"@RGVzoomin Then why did you direct n released those stupid movies in this covid time instead of shooting movies which promote health n wealth in peoples lives? Completely you have gone crazy after Bollywood drugs n mafia is started to expose. Any links?","PDesiraju","",0,0,0,0,"en",NA,"","[User(username='RGVzoomin', displayname='Ram Gopal Varma', id=43017766, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]","direct n released stupid movies covid time instead shooting movies promote health n wealth peoples lives completely gone crazy bollywood drugs n mafia started expose links"
"27","2020-08-28 14:31:00+00:00","https://twitter.com/AshokSi22240633/status/1299353795177062400",1299353795177062400,1208895840242126848,"@kaul_vivek Loss of tax due to Covid should borne by both UG and SGs. Balance shortfall be funded by UG. Negative effect would be next year too and trouble continue.","AshokSi22240633","",0,1,0,0,"en",NA,"","[User(username='kaul_vivek', displayname='शिक्षित बेरोज़गार', id=18473444, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]","loss tax due covid borne ug sgs balance shortfall funded ug negative effect next year trouble continue"
"28","2020-08-28 13:22:16+00:00","https://twitter.com/qaycudi/status/1299336499150774274",1299336499150774272,224035892,"@vvvzrvl I book this ticket long ago. Way before Covid. The actual plan was to South Korea. Then we rerouted. Hahahahaha.","qaycudi","sg/my",1,0,1,0,"en",NA,"","[User(username='vvvzrvl', displayname='alex', id=407672592, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]","book ticket long ago way covid actual plan south korea rerouted hahahahaha"
"29","2020-08-28 13:15:46+00:00","https://twitter.com/AshokSi22240633/status/1299334864961900553",1299334864961900544,1208895840242126848,"@menakadoshi Correct interpretation. Shortfall due to Covid lockdown is not due due to GST and need to be borne by all. States should cut expenses including some cut for overpaid employees too.","AshokSi22240633","",0,0,0,0,"en",NA,"","[User(username='menakadoshi', displayname='menaka doshi', id=111416258, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]","correct interpretation shortfall due covid lockdown due due gst need borne states cut expenses including cut overpaid employees"
"30","2020-08-28 13:03:09+00:00","https://twitter.com/tjuanjo/status/1299331688925863941",1299331688925863936,47093126,"@GirautaOficial ""I apologise from the bottom of my heart that despite all of the support from the Japanese people, I am leaving the post with one full year left in my term and in the midst of various policies and coronavirus,"" Abe said.","tjuanjo","Singapore",1,0,0,0,"en",NA,"","[User(username='GirautaOficial', displayname='Juan Carlos Girauta', id=2223841798, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]","apologise bottom heart despite support japanese people leaving post one full year left term midst various policies coronavirus abe said"
"31","2020-08-28 04:34:09+00:00","https://twitter.com/asyxaf/status/1299203594361516032",1299203594361516032,456621854,"Should be at KL tuning my car for upcoming MDR20 .😢😭. Fk this Covid","asyxaf","A.S",1,0,0,0,"en",NA,"","","kl tuning car upcoming mdr fk covid"
"32","2020-08-28 04:15:38+00:00","https://twitter.com/dsouza_martin/status/1299198935831994368",1299198935831994368,400057365,"Racist Trump. You are a serial liar.  You spent 1 hour with 20 + fake and misleading claims. The fact is that you fucked up with Covid 19 by doing nothing from day one. Today America has 180,000, deaths and 5.84 million infected. Testing is the worst in the world. https://t.co/sIiZthwPyE","dsouza_martin","",0,1,0,0,"en",NA,"","","racist trump serial liar spent hour fake misleading claims fact fucked covid nothing day one today america deaths million infected testing worst world"
"33","2020-08-28 04:05:30+00:00","https://twitter.com/iPreciation/status/1299196383484956672",1299196383484956672,346947381,"[In the News]
Thank you Helmi from #TheBusinessTimes for the insight.
Get a copy of The Business Times for the full write up of how local #galleries and #institutions brace for the worst from Covid-19.

#Featured… https://t.co/Nr26I9aKxU","iPreciation","50 Cuscaden Road, Singapore",0,0,0,0,"en",NA,"","","news thank helmi insight get copy business times full write local brace worst covid"
"34","2020-08-28 01:39:01+00:00","https://twitter.com/extremelyvetted/status/1299159518652309504",1299159518652309504,2249808692,"@NateSilver538 Those are two very different extremes. Jogging without a mask is something that has been allowed in many countries who have dealt with COVID (so far) successfully","extremelyvetted","Singapore",0,0,0,0,"en",NA,"","[User(username='NateSilver538', displayname='Nate Silver', id=16017475, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]","two different extremes jogging without mask something allowed many countries dealt covid far successfully"
"35","2020-08-27 23:39:58+00:00","https://twitter.com/joelhzy/status/1299129561108553729",1299129561108553728,959677687089348608,"Brandon Williams - removed from England squad due to injury 
Paul Pogba- removed from France squad after testing positive for Covid-19
Maguire- removed from England Squad due to assault case 
Rashford- probably getting removed after sustaining an injury.","joelhzy","East, Singapore",0,0,1,1,"en",NA,"","","brandon williams removed england squad due injury paul pogba removed france squad testing positive covid maguire removed england squad due assault case rashford probably getting removed sustaining injury"
"36","2020-08-27 16:18:35+00:00","https://twitter.com/rishabhm/status/1299018483934457856",1299018483934457856,35297349,"In a post covid world seeing the word ""positive"" is so depressing. Everytime the word flashes in front of my eyes, I feel sad about the impending bad news in the next few words. It's invariably public figures we know and love. My best wishes, thoughts and prayers to all affected.","rishabhm","Singapore",0,0,0,0,"en",NA,"","","post covid world seeing word positive depressing everytime word flashes front eyes feel sad impending bad news next words s invariably public figures know love best wishes thoughts prayers affected"
"37","2020-08-27 13:11:12+00:00","https://twitter.com/yazbanz/status/1298971323964649472",1298971323964649472,43050247,"@RhyshRai Pre-Covid, Jordan Webb still hoping.
For now, we can't even hope for local football matches this year.
Post-Covid, when we hopefully realise it, that Korean lad may still be hoping...
Along with Webb...","yazbanz","Commonwealth, Temasek",0,0,0,0,"en",NA,"","[User(username='RhyshRai', displayname='Rhysh Roshan Rai', id=2772657702, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]","pre covid jordan webb still hoping now can t even hope local football matches year post covid hopefully realise korean lad may still hoping along webb"
"38","2020-08-27 12:47:49+00:00","https://twitter.com/dsouza_martin/status/1298965440312426496",1298965440312426496,400057365,"Racist Trump. The economic figures released today shows jobless claims are up again. 27 million unemployed. Covid-19 cases are up 5,84 million. Deaths 186,000. Social unrest never seen in decades. We have had enough of your miss management. You have placed America in crisis. https://t.co/1YgkqO5Tb5","dsouza_martin","",0,0,1,0,"en",NA,"","","racist trump economic figures released today shows jobless claims million unemployed covid cases million deaths social unrest never seen decades enough miss management placed america crisis"
"39","2020-08-27 04:30:07+00:00","https://twitter.com/jinjimelvin/status/1298840191944273921",1298840191944273920,189816357,"Thanks Channel 8 and Tuesday Report for this documentary. COVID teaches me alot of things, its teaches me how to be kind, how to appreciate love, how to show our love, how united can be a powerful strength. Nobody is… https://t.co/EIPzgup2eM","jinjimelvin","Singapore",0,0,0,0,"en",NA,"","","thanks channel tuesday report documentary covid teaches alot things teaches kind appreciate love show love united can powerful strength nobody"
"40","2020-08-27 02:57:37+00:00","https://twitter.com/kiwibrew/status/1298816911656931328",1298816911656931328,41320948,"If the Harmful Digital Communications Act isn't breached by people sharing COVID-19 related misinformation, it needs urgent review &amp; revision. https://t.co/Chukp8i48Y","kiwibrew","Wellington, New Zealand",1,1,6,0,"en",NA,"https://twitter.com/ChrisKeall/status/1298813834342195200","","harmful digital communications actisn t breached people sharing covid related misinformation needs urgent review amp revision"
"41","2020-08-26 23:45:29+00:00","https://twitter.com/mhptr_s/status/1298768562429915137",1298768562429915136,747420724168560640,"@Harshita511 People involved in it are indeed protesting! Who would want to go into big crowds especially when COVID cases are on the max? Govt should respect all of  their citizens lives, irrespective of any biases.","mhptr_s","Singapore",0,0,0,0,"en",NA,"","[User(username='Harshita511', displayname='Harshita Sharma', id=844862912166486016, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]","people involved indeed protesting want go big crowds especially covid cases max govt respect citizens lives irrespective biases"
"42","2020-08-26 11:17:10+00:00","https://twitter.com/anindadewayanti/status/1298580241271492608",1298580241271492608,70041451,"My piece was carried by @ChannelNewsAsia. On Monday, six provinces have declared alert status for forest fires. 

Hope people will start talking about the unintended consequences of these crises. Haze X Coronavirus doesn’t sound good at all, guys.

https://t.co/6ZqmobPL1I","anindadewayanti","Singapore",1,0,2,0,"en",NA,"","[User(username='ChannelNewsAsia', displayname='CNA', id=38400130, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]","piece carried monday six provinces declared alert status forest fires hope people start talking unintended consequences crises haze x coronavirus doesnt sound good guys"
"43","2020-08-26 02:29:33+00:00","https://twitter.com/iGeneLaboratory/status/1298447463573938176",1298447463573938176,3016153224,"INEX Innovate announces the launch of COVID-19 testing services.

For more updates with the latest news, follow us on Instagram or visit https://t.co/W1TjNce78S

#covid19 #igene #igenelaboratory #inexinnovate… https://t.co/A7txqRKv4z","iGeneLaboratory","Singapore",0,2,3,0,"en",NA,"","","inex innovate announces launch covid testing services updates latest news follow us instagram visit"
"44","2020-08-25 22:50:10+00:00","https://twitter.com/kborsetti/status/1298392252893417474",1298392252893417472,15925224,"Reading a US parent related blog last night and a parent reported that their child started high school in person on Aug 12 and 'only' 9 cases of covid (suspected or confirmed) have been reported in the HS so far. The school is continuing in person. No words.","kborsetti","The Little Red Dot",1,0,0,0,"en",NA,"","","reading us parent related blog last night parent reported child started high school person aug cases covid suspected confirmed reported hs far school continuing person words"
"45","2020-08-25 22:18:03+00:00","https://twitter.com/VishnoiSays/status/1298384168078860288",1298384168078860288,81342472,"Wuhan Beat the Virus. Now It's Moving on by Shutting Out the World. https://t.co/dAJ9KFXYkN","VishnoiSays","Singapore",0,0,0,0,"en",NA,"","","wuhan beat virus now s moving shutting world"
